NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자
1,인천광역시 동구 만석동,127,127,0,만석웰카운티,75.9238,202310,12,"24,500",101,10,-,-,2014,화도진로 142,-,직거래,-,23.10.30
2,인천광역시 동구 만석동,43-79,43,79,만석3,42.19,202310,25,"10,000",-,3,-,-,1991,인중로 379,-,직거래,-,23.11.01
3,인천광역시 동구 만석동,122,122,0,만석비치타운 주공아파트,52.92,202310,26,"16,500",103,21,-,-,2002,화도진로 187,-,중개거래,인천 동구,23.12.20
4,인천광역시 동구 만석동,122,122,0,만석비치타운 주공아파트,84.63,202311,20,"26,000",114,8,-,-,2002,화도진로 187,-,중개거래,인천 남동구 인천 동구,23.12.26
5,인천광역시 동구 만석동,122,122,0,만석비치타운 주공아파트,59.63,202311,21,"18,500",102,7,-,-,2002,화도진로 187,-,중개거래,인천 동구,23.12.22
6,인천광역시 동구 만석동,127,127,0,만석웰카운티,75.9238,202311,28,"30,000",101,6,-,-,2014,화도진로 142,-,중개거래,인천 동구,24.01.15
7,인천광역시 동구 만석동,122,122,0,만석비치타운 주공아파트,59.63,202312,2,"19,500",106,6,-,-,2002,화도진로 187,-,중개거래,인천 동구,23.12.29
8,인천광역시 동구 만석동,122,122,0,만석비치타운 주공아파트,59.63,202401,10,"17,700",108,18,개인,개인,2002,화도진로 187,-,중개거래,인천 동구,24.02.26
9,인천광역시 동구 만석동,122,122,0,만석비치타운 주공아파트,59.63,202401,15,"21,400",105,20,개인,개인,2002,화도진로 187,-,중개거래,인천 동구,24.03.27
10,인천광역시 동구 만석동,122,122,0,만석비치타운 주공아파트,59.63,202401,19,"18,500",103,10,개인,개인,2002,화도진로 187,-,중개거래,인천 동구,24.02.29
11,인천광역시 동구 만석동,122,122,0,만석비치타운 주공아파트,59.63,202401,28,"18,300",103,5,개인,개인,2002,화도진로 187,-,중개거래,인천 동구,24.02.29
12,인천광역시 동구 만석동,122,122,0,만석비치타운 주공아파트,59.63,202401,29,"20,000",111,7,개인,개인,2002,화도진로 187,-,중개거래,인천 동구,24.04.15
13,인천광역시 동구 만석동,122,122,0,만석비치타운 주공아파트,84.63,202401,29,"25,500",106,6,개인,개인,2002,화도진로 187,-,중개거래,인천 동구,24.02.29
14,인천광역시 동구 만석동,122,122,0,만석비치타운 주공아파트,84.63,202402,1,"24,500",115,3,개인,개인,2002,화도진로 187,-,중개거래,인천 동구,24.02.19
15,인천광역시 동구 만석동,122,122,0,만석비치타운 주공아파트,84.63,202402,3,"27,200",-,18,개인,개인,2002,화도진로 187,-,중개거래,인천 동구,-
16,인천광역시 동구 만석동,122,122,0,만석비치타운 주공아파트,59.85,202402,3,"17,500",108,2,개인,개인,2002,화도진로 187,-,중개거래,인천 동구,24.03.26
17,인천광역시 동구 만석동,122,122,0,만석비치타운 주공아파트,59.85,202402,5,"17,900",111,5,개인,개인,2002,화도진로 187,-,중개거래,인천 동구,24.03.15
18,인천광역시 동구 만석동,122,122,0,만석비치타운 주공아파트,49.79,202402,17,"14,500",109,2,개인,개인,2002,화도진로 187,-,중개거래,인천 동구,24.03.06
19,인천광역시 동구 만석동,122,122,0,만석비치타운 주공아파트,59.63,202402,18,"17,750",104,16,개인,개인,2002,화도진로 187,-,중개거래,인천 동구,24.04.18
20,인천광역시 동구 만석동,122,122,0,만석비치타운 주공아파트,59.63,202402,27,"18,500",102,8,개인,개인,2002,화도진로 187,-,중개거래,인천 동구,24.04.19
21,인천광역시 동구 만석동,122,122,0,만석비치타운 주공아파트,59.85,202305,6,"17,900",105,2,-,-,2002,화도진로 187,-,중개거래,인천 동구,23.07.17
22,인천광역시 동구 만석동,122,122,0,만석비치타운 주공아파트,59.63,202403,9,"17,500",108,16,개인,개인,2002,화도진로 187,-,중개거래,인천 동구,24.04.18
23,인천광역시 동구 만석동,122,122,0,만석비치타운 주공아파트,84.63,202403,16,"27,500",-,14,개인,개인,2002,화도진로 187,-,중개거래,인천 동구,-
24,인천광역시 동구 만석동,122,122,0,만석비치타운 주공아파트,59.85,202403,19,"17,500",-,12,법인,개인,2002,화도진로 187,-,중개거래,인천 동구,-
25,인천광역시 동구 만석동,122,122,0,만석비치타운 주공아파트,59.63,202404,2,"17,600",103,12,개인,개인,2002,화도진로 187,-,중개거래,인천 동구,24.04.08
26,인천광역시 동구 만석동,122,122,0,만석비치타운 주공아파트,52.92,202404,7,"16,900",-,21,개인,개인,2002,화도진로 187,-,중개거래,인천 동구,-
27,인천광역시 동구 만석동,122,122,0,만석비치타운 주공아파트,59.63,202404,8,"15,900",-,1,개인,개인,2002,화도진로 187,-,중개거래,인천 동구,-
28,인천광역시 동구 만석동,122,122,0,만석비치타운 주공아파트,59.63,202305,10,"21,000",111,18,-,-,2002,화도진로 187,-,중개거래,인천 동구,23.09.25
29,인천광역시 동구 만석동,122,122,0,만석비치타운 주공아파트,59.63,202305,13,"20,500",-,19,-,-,2002,화도진로 187,20230629,중개거래,인천 동구,-
30,인천광역시 동구 만석동,43-15,43,15,만석1,43.92,202305,17,"7,500",가,1,-,-,1985,제물량로341번길 38,-,직거래,-,23.05.17
31,인천광역시 동구 만석동,122,122,0,만석비치타운 주공아파트,59.85,202305,20,"19,000",-,1,-,-,2002,화도진로 187,20230620,중개거래,인천 동구,-
32,인천광역시 동구 만석동,122,122,0,만석비치타운 주공아파트,59.63,202305,20,"18,000",111,5,-,-,2002,화도진로 187,-,중개거래,인천 동구,23.08.04
33,인천광역시 동구 만석동,122,122,0,만석비치타운 주공아파트,59.85,202305,20,"19,000",111,1,-,-,2002,화도진로 187,-,중개거래,인천 동구,23.07.17
34,인천광역시 동구 만석동,122,122,0,만석비치타운 주공아파트,59.63,202305,24,"19,700",108,14,-,-,2002,화도진로 187,-,중개거래,인천 동구,23.08.11
35,인천광역시 동구 만석동,122,122,0,만석비치타운 주공아파트,59.63,202306,1,"19,000",111,17,-,-,2002,화도진로 187,-,중개거래,인천 동구,23.07.20
36,인천광역시 동구 만석동,122,122,0,만석비치타운 주공아파트,59.63,202306,14,"17,300",103,10,-,-,2002,화도진로 187,-,중개거래,인천 연수구,23.07.20
37,인천광역시 동구 만석동,122,122,0,만석비치타운 주공아파트,84.63,202306,17,"28,000",114,20,-,-,2002,화도진로 187,-,중개거래,인천 동구,23.10.30
38,인천광역시 동구 만석동,122,122,0,만석비치타운 주공아파트,59.63,202306,22,"20,250",115,12,-,-,2002,화도진로 187,-,중개거래,인천 동구,23.08.07
39,인천광역시 동구 만석동,122,122,0,만석비치타운 주공아파트,84.63,202306,22,"27,200",115,11,-,-,2002,화도진로 187,-,중개거래,인천 동구,23.08.07
40,인천광역시 동구 만석동,122,122,0,만석비치타운 주공아파트,59.63,202306,29,"20,500",104,19,-,-,2002,화도진로 187,-,중개거래,인천 동구,23.06.30
41,인천광역시 동구 만석동,122,122,0,만석비치타운 주공아파트,59.63,202306,29,"19,600",108,8,-,-,2002,화도진로 187,-,중개거래,인천 동구,23.08.01
42,인천광역시 동구 만석동,122,122,0,만석비치타운 주공아파트,52.92,202306,29,"16,200",103,1,-,-,2002,화도진로 187,-,중개거래,인천 동구,23.08.01
43,인천광역시 동구 만석동,122,122,0,만석비치타운 주공아파트,59.63,202307,13,"19,300",103,6,-,-,2002,화도진로 187,-,중개거래,인천 동구,23.08.01
44,인천광역시 동구 만석동,43-15,43,15,만석1,43.92,202307,28,"10,500",다,4,-,-,1985,제물량로341번길 38,-,중개거래,인천 동구,23.10.25
45,인천광역시 동구 만석동,122,122,0,만석비치타운 주공아파트,59.85,202307,31,"18,700",110,17,-,-,2002,화도진로 187,-,중개거래,인천 동구,23.10.10
46,인천광역시 동구 만석동,122,122,0,만석비치타운 주공아파트,59.63,202308,19,"18,500",104,7,-,-,2002,화도진로 187,-,중개거래,인천 동구,23.09.13
47,인천광역시 동구 만석동,71,71,0,만석2차,41.46,202308,23,"7,800",나,5,-,-,1987,만석로 84,-,중개거래,인천 동구,23.10.16
48,인천광역시 동구 만석동,122,122,0,만석비치타운 주공아파트,59.85,202308,26,"17,000",108,7,-,-,2002,화도진로 187,-,중개거래,인천 동구,23.10.10
49,인천광역시 동구 만석동,122,122,0,만석비치타운 주공아파트,59.63,202309,2,"18,000",110,5,-,-,2002,화도진로 187,-,중개거래,인천 동구,23.11.10
50,인천광역시 동구 만석동,122,122,0,만석비치타운 주공아파트,59.63,202309,4,"18,500",111,16,-,-,2002,화도진로 187,-,중개거래,인천 동구,23.09.25
51,인천광역시 동구 만석동,122,122,0,만석비치타운 주공아파트,59.63,202309,6,"17,700",102,5,-,-,2002,화도진로 187,-,중개거래,인천 동구,23.10.19
52,인천광역시 동구 만석동,122,122,0,만석비치타운 주공아파트,59.63,202309,7,"17,000",113,12,-,-,2002,화도진로 187,-,중개거래,인천 동구,23.10.13
53,인천광역시 동구 만석동,122,122,0,만석비치타운 주공아파트,59.63,202309,11,"17,500",104,21,-,-,2002,화도진로 187,-,중개거래,인천 동구,23.11.28
54,인천광역시 동구 만석동,122,122,0,만석비치타운 주공아파트,59.63,202309,17,"19,000",102,15,-,-,2002,화도진로 187,-,중개거래,인천 동구,23.11.17
55,인천광역시 동구 만석동,122,122,0,만석비치타운 주공아파트,59.85,202309,22,"17,000",108,10,-,-,2002,화도진로 187,-,중개거래,인천 동구 인천 미추홀구,23.11.03
56,인천광역시 미추홀구 숭의동,166-17,166,17,다드림아파트,49.71,202312,4,"13,200",-,9,-,-,2016,독배로492번길 34,-,중개거래,인천 미추홀구,24.01.05
57,인천광역시 미추홀구 숭의동,294-11,294,11,동아씨티월드,87.42,202311,29,"21,800",-,10,-,-,1998,독배로 443,-,중개거래,인천 미추홀구,24.01.16
58,인천광역시 미추홀구 숭의동,171-34,171,34,진복행복마을,42.97,202311,26,"11,000",-,8,-,-,2012,미추로 5,-,중개거래,인천 미추홀구,24.02.15
59,인천광역시 미추홀구 숭의동,Apr-84,84,4,박문,50.04,202311,24,"8,000",-,3,-,-,1985,석정로102번길 41,-,중개거래,인천 미추홀구,23.12.21
60,인천광역시 미추홀구 숭의동,Jan-84,84,1,극동,84.835,202311,16,"19,000",101,3,-,-,1997,석정로126번길 12-33,-,중개거래,인천 미추홀구,24.01.17
61,인천광역시 미추홀구 숭의동,117-7,117,7,더젠씨티,49.89,202311,15,"15,700",-,13,-,-,2016,독정이로118번길 31,-,중개거래,인천 미추홀구,23.12.29
62,인천광역시 미추홀구 숭의동,187-50,187,50,세움아파트,59.62,202311,12,"19,920",-,8,-,-,2017,장천로 39,20240110,중개거래,인천 미추홀구,-
63,인천광역시 미추홀구 숭의동,Sep-78,78,9,숭의동아르떼노블,15.718,202311,11,"5,200",-,9,-,-,2014,경인로 99,-,중개거래,인천 미추홀구,23.11.30
64,인천광역시 미추홀구 숭의동,331-56,331,56,금호파크빌,59.23,202311,6,"12,000",-,2,-,-,2002,인주대로57번길 11-22,-,직거래,-,23.12.01
65,인천광역시 미추홀구 숭의동,Jan-86,86,1,한화꿈에그린,84.3677,202311,4,"31,000",105,12,-,-,2007,석정로126번길 23,-,중개거래,인천 미추홀구,23.12.29
66,인천광역시 미추홀구 숭의동,01-11,1,11,다우림(1-11),49.86,202311,4,"18,000",-,7,-,-,2015,경인로 148,-,중개거래,인천 부평구,23.11.30
67,인천광역시 미추홀구 숭의동,341-8,341,8,선광,84.64,202310,31,"15,800",-,10,-,-,1996,인주대로35번길 2,-,중개거래,인천 미추홀구,24.01.30
68,인천광역시 미추홀구 숭의동,Jan-86,86,1,한화꿈에그린,84.3677,202310,25,"29,500",103,5,-,-,2007,석정로126번길 23,-,중개거래,인천 미추홀구,23.12.26
69,인천광역시 미추홀구 숭의동,297-3,297,3,포근네스트빌,77.9,202310,25,"19,600",102,3,-,-,2003,인주대로 75,-,직거래,-,23.10.26
70,인천광역시 미추홀구 숭의동,462,462,0,스타디움센트럴시티,84.9171,202310,25,"48,000",106동,18,-,-,2022,참외전로 268,-,직거래,-,24.04.12
71,인천광역시 미추홀구 숭의동,1-201,1,201,더패밀리,46.8,202310,20,"16,000",-,5,-,-,2016,경인로144번길 8,-,중개거래,인천 미추홀구,23.12.08
72,인천광역시 미추홀구 숭의동,342-7,342,7,대준블루온103동,32.45,202310,17,"6,800",-,11,-,-,2016,석정로 17,-,직거래,-,23.10.26
73,인천광역시 미추홀구 숭의동,341-30,341,30,더젠씨티(341-30),59.67,202310,12,"22,000",-,3,-,-,2017,석정로 8,-,직거래,-,23.11.03
74,인천광역시 미추홀구 숭의동,60-27,60,27,더젠씨티,49.98,202310,11,"15,000",-,6,-,-,2015,경인로 117,-,중개거래,인천 미추홀구,23.11.24
75,인천광역시 미추홀구 숭의동,342-31,342,31,대준블루온101동,49.17,202310,10,"17,000",-,6,-,-,2016,제물량로24번길 85,-,중개거래,인천 계양구,23.11.16
76,인천광역시 미추홀구 숭의동,462,462,0,스타디움센트럴시티,59.9894,202310,9,"34,762",102동,20,-,-,2022,참외전로 268,-,중개거래,경기 과천시 인천 미추홀구,23.11.06
77,인천광역시 미추홀구 숭의동,346-5,346,5,진성투토펠리체,59.28,202309,25,"24,000",-,10,-,-,2018,인주대로11번길 42,-,중개거래,인천 미추홀구,23.10.25
78,인천광역시 미추홀구 숭의동,166-17,166,17,다드림아파트,49.71,202309,25,"15,000",-,12,-,-,2016,독배로492번길 34,-,중개거래,인천 미추홀구,23.10.31
79,인천광역시 미추홀구 숭의동,169-50,169,50,스타뷰,59.88,202309,23,"19,600",-,14,-,-,2016,미추로19번길 21,-,중개거래,인천 서구,23.11.01
80,인천광역시 미추홀구 숭의동,33-234,33,234,스카이시티201동,83.448,202309,22,"20,000",201,8,-,-,2019,장천로112번길 44,-,중개거래,인천 미추홀구,23.11.06
81,인천광역시 미추홀구 숭의동,5-79,5,79,수봉,53.65,202309,20,"7,900",A,3,-,-,1978,수봉로33번길 102-94,-,중개거래,인천 미추홀구,23.10.13
82,인천광역시 미추홀구 숭의동,182-14,182,14,푸르미,71.13,202309,18,"13,500",-,4,-,-,2003,미추로36번길 16,-,중개거래,인천 미추홀구,23.11.17
83,인천광역시 미추홀구 숭의동,353-8,353,8,썬에이스빌,59.75,202309,16,"12,600",-,6,-,-,2002,인중로 25,-,중개거래,인천 미추홀구,24.01.02
84,인천광역시 미추홀구 숭의동,297-3,297,3,포근네스트빌,77.9,202309,15,"21,500",102,5,-,-,2003,인주대로 75,-,중개거래,인천 미추홀구,23.12.28
85,인천광역시 미추홀구 숭의동,2-95,2,95,동일,80.93,202309,15,"13,000",-,1,-,-,1978,수봉안길69번길 34,-,중개거래,인천 미추홀구,24.03.27
86,인천광역시 미추홀구 숭의동,169-50,169,50,스타뷰,59.94,202309,14,"16,000",-,13,-,-,2016,미추로19번길 21,-,중개거래,인천 미추홀구,23.10.20
87,인천광역시 미추홀구 숭의동,May-75,75,5,투민힐스빌,51.8618,202308,21,"18,800",-,11,-,-,2018,경인로 98,-,중개거래,인천 계양구,23.10.18
88,인천광역시 미추홀구 숭의동,170-12,170,12,대호,51.66,202404,22,"10,000",-,3,개인,개인,1971,독배로462번길 55,20240422,직거래,-,-
89,인천광역시 미추홀구 숭의동,462,462,0,스타디움센트럴시티,74.8816,202404,21,"39,000",-,2,개인,개인,2022,참외전로 268,-,중개거래,인천 미추홀구,-
90,인천광역시 미추홀구 숭의동,166-17,166,17,다드림아파트,49.88,202404,15,"14,500",-,6,개인,개인,2016,독배로492번길 34,-,중개거래,인천 미추홀구,-
91,인천광역시 미추홀구 숭의동,404-2,404,2,리치하임,49.9,202404,12,"15,450",-,9,개인,개인,2017,인중로16번길 5-33,-,중개거래,인천 미추홀구,24.04.12
92,인천광역시 미추홀구 숭의동,117-7,117,7,더젠씨티,49.96,202404,9,"16,300",-,12,개인,개인,2016,독정이로118번길 31,-,중개거래,인천 미추홀구,-
93,인천광역시 미추홀구 숭의동,462,462,0,스타디움센트럴시티,84.9171,202404,5,"48,000",-,47,개인,개인,2022,참외전로 268,-,중개거래,인천 미추홀구,-
94,인천광역시 미추홀구 숭의동,Jan-86,86,1,한화꿈에그린,59.9701,202404,4,"24,000",-,9,개인,개인,2007,석정로126번길 23,-,중개거래,인천 미추홀구,-
95,인천광역시 미추홀구 숭의동,462,462,0,스타디움센트럴시티,59.9321,202404,3,"30,000",-,11,개인,개인,2022,참외전로 268,-,중개거래,인천 미추홀구,-
96,인천광역시 미추홀구 숭의동,33-235,33,235,스카이시티101동,83.16,202404,3,"29,000",-,12,개인,개인,2018,장천로112번길 52,-,중개거래,인천 미추홀구,24.04.04
97,인천광역시 미추홀구 숭의동,Jan-86,86,1,한화꿈에그린,84.3677,202404,1,"31,000",-,9,개인,개인,2007,석정로126번길 23,-,중개거래,인천 미추홀구,-
98,인천광역시 미추홀구 숭의동,431-61,431,61,미래아파트,75.62,202404,1,"15,000",-,5,개인,개인,2004,샛골로 4,-,중개거래,인천 미추홀구,-
99,인천광역시 미추홀구 숭의동,122-9,122,9,행복캐슬102동,49.79,202403,30,"14,200",-,8,개인,개인,2014,참외전로 321,-,중개거래,인천 미추홀구,-
100,인천광역시 미추홀구 숭의동,171-8,171,8,다우림,49.81,202403,29,"15,000",-,4,개인,개인,2015,미추로 9,-,중개거래,인천 미추홀구,24.04.23
101,인천광역시 미추홀구 숭의동,2-95,2,95,동일,88.96,202403,29,"9,800",-,4,개인,개인,1978,수봉안길69번길 34,-,중개거래,인천 미추홀구,-
102,인천광역시 미추홀구 숭의동,33-235,33,235,스카이시티101동,81.24,202403,27,"27,700",-,6,개인,개인,2018,장천로112번길 52,-,중개거래,인천 미추홀구,-
103,인천광역시 미추홀구 숭의동,Jan-84,84,1,극동,59.895,202403,27,"15,800",101,1,개인,개인,1997,석정로126번길 12-33,-,중개거래,인천 미추홀구,24.04.17
104,인천광역시 미추홀구 숭의동,462,462,0,스타디움센트럴시티,74.8816,202403,27,"42,000",-,8,개인,개인,2022,참외전로 268,-,중개거래,인천 미추홀구,-
105,인천광역시 미추홀구 숭의동,462,462,0,스타디움센트럴시티,74.8816,202403,27,"44,000",-,29,개인,개인,2022,참외전로 268,-,중개거래,인천 미추홀구,-
106,인천광역시 미추홀구 숭의동,Jan-86,86,1,한화꿈에그린,84.3677,202403,26,"28,200",105,1,개인,개인,2007,석정로126번길 23,-,중개거래,인천 미추홀구,24.04.23
107,인천광역시 미추홀구 숭의동,Sep-78,78,9,숭의동아르떼노블,15.435,202403,25,"5,950",-,7,개인,개인,2014,경인로 99,-,중개거래,인천 미추홀구,24.04.04
108,인천광역시 미추홀구 숭의동,462,462,0,스타디움센트럴시티,74.8816,202403,22,"42,950",-,19,개인,개인,2022,참외전로 268,-,중개거래,인천 미추홀구,-
109,인천광역시 미추홀구 숭의동,462,462,0,스타디움센트럴시티,59.9321,202403,22,"39,000",-,27,개인,개인,2022,참외전로 268,-,중개거래,인천 서구,-
110,인천광역시 미추홀구 숭의동,33-235,33,235,스카이시티101동,83.905,202403,12,"30,000",-,11,개인,개인,2018,장천로112번길 52,-,중개거래,인천 미추홀구,24.04.08
111,인천광역시 미추홀구 숭의동,Apr-84,84,4,박문,50.04,202403,7,"8,450",-,4,개인,개인,1985,석정로102번길 41,-,중개거래,인천 미추홀구,-
112,인천광역시 미추홀구 숭의동,341-30,341,30,더젠씨티(341-30),59.65,202403,5,"18,700",-,12,개인,개인,2017,석정로 8,-,중개거래,인천 부평구,24.03.26
113,인천광역시 미추홀구 숭의동,Jan-86,86,1,한화꿈에그린,84.3677,202403,4,"28,500",-,15,개인,개인,2007,석정로126번길 23,-,중개거래,인천 미추홀구,-
114,인천광역시 미추홀구 숭의동,171-8,171,8,다우림,49.98,202403,2,"14,700",-,9,개인,개인,2015,미추로 9,-,중개거래,인천 미추홀구,24.04.15
115,인천광역시 미추홀구 숭의동,432-13,432,13,스위트리아,59.84,202403,1,"16,300",-,2,개인,개인,2017,샛골로 1-14,-,중개거래,인천 미추홀구,24.04.02
116,인천광역시 미추홀구 숭의동,Jan-86,86,1,한화꿈에그린,84.3677,202402,26,"29,500",107,14,개인,개인,2007,석정로126번길 23,-,중개거래,인천 미추홀구,24.04.05
117,인천광역시 미추홀구 숭의동,121-7,121,7,The미추홀퍼스트,69.9405,202402,24,"24,000",The 미추홀퍼스트,11,개인,개인,2020,경인로 67,-,중개거래,인천 남동구,24.04.23
118,인천광역시 미추홀구 숭의동,303-189,303,189,더프라임,75.0261,202402,19,"26,000",-,4,개인,개인,2017,독배로473번길 12,-,중개거래,인천 미추홀구,24.03.29
119,인천광역시 미추홀구 숭의동,341-8,341,8,선광,84.64,202402,18,"11,000",-,6,개인,개인,1996,인주대로35번길 2,-,직거래,-,24.03.26
120,인천광역시 미추홀구 숭의동,121-12,121,12,한아름아파트101동,49.79,202402,16,"15,500",101동,13,개인,개인,2015,참외전로 324,-,중개거래,인천 미추홀구,24.03.29
121,인천광역시 미추홀구 숭의동,462,462,0,스타디움센트럴시티,59.9321,202402,16,"39,000",-,47,개인,개인,2022,참외전로 268,-,중개거래,인천 미추홀구,-
122,인천광역시 미추홀구 숭의동,Apr-84,84,4,박문,50.04,202402,14,"8,200",-,4,개인,개인,1985,석정로102번길 41,-,중개거래,인천 중구,24.02.19
123,인천광역시 미추홀구 숭의동,1-87,1,87,새힘아파트(오피스텔),49.9382,202402,3,"14,700",-,8,개인,개인,2016,경인로 156,-,중개거래,인천 미추홀구,24.03.11
124,인천광역시 미추홀구 숭의동,Jan-86,86,1,한화꿈에그린,59.9701,202401,29,"23,000",-,8,개인,개인,2007,석정로126번길 23,-,중개거래,인천 미추홀구,-
125,인천광역시 미추홀구 숭의동,Jan-42,42,1,제물포(42-1),82.31,202401,28,"16,500",B,5,개인,개인,1980,수봉로 6-11,-,직거래,-,24.01.29
126,인천광역시 미추홀구 숭의동,Jan-86,86,1,한화꿈에그린,84.3677,202401,27,"29,800",107,10,개인,개인,2007,석정로126번길 23,-,중개거래,인천 미추홀구,24.02.28
127,인천광역시 미추홀구 숭의동,Jan-86,86,1,한화꿈에그린,53.776,202401,26,"20,700",104,9,개인,개인,2007,석정로126번길 23,-,중개거래,인천 미추홀구,24.04.04
128,인천광역시 미추홀구 숭의동,182-14,182,14,푸르미,70.86,202401,25,"10,000",-,5,개인,개인,2003,미추로36번길 16,-,직거래,-,24.01.29
129,인천광역시 미추홀구 숭의동,462,462,0,스타디움센트럴시티,84.9171,202401,18,"34,000",106동,36,개인,개인,2022,참외전로 268,-,직거래,-,24.02.15
130,인천광역시 미추홀구 숭의동,159-1,159,1,광해리드빌,84.975,202401,8,"21,700",-,11,개인,개인,2003,미추로 61,-,중개거래,인천 미추홀구,24.01.15
131,인천광역시 미추홀구 숭의동,148-7,148,7,솔라리움,48.8371,202401,5,"11,500",-,2,개인,법인,2013,경인로41번길 15,-,직거래,-,24.01.22
132,인천광역시 미추홀구 숭의동,165-13,165,13,프라임시티,48.687,202312,29,"16,700",-,11,-,-,2015,미추로 31-1,-,중개거래,인천 미추홀구,24.01.18
133,인천광역시 미추홀구 숭의동,33-236,33,236,스카이시티301동,84.6066,202312,20,"28,000",스카이시티301동,2,-,-,2020,장천로112번길 34,-,중개거래,인천 미추홀구,24.02.02
134,인천광역시 미추홀구 숭의동,Jan-84,84,1,극동,59.895,202312,19,"15,700",101,9,-,-,1997,석정로126번길 12-33,-,중개거래,인천 계양구 인천 미추홀구,24.01.26
135,인천광역시 미추홀구 숭의동,01-10,1,10,한우리,49.42,202312,18,"17,800",-,11,-,-,2015,경인로 150,-,중개거래,인천 미추홀구,23.12.21
136,인천광역시 미추홀구 숭의동,462,462,0,스타디움센트럴시티,84.9171,202312,16,"55,000",-,32,-,-,2022,참외전로 268,-,중개거래,인천 미추홀구 인천 연수구,-
137,인천광역시 미추홀구 숭의동,433-9,433,9,우진,84.93,202312,7,"17,300",-,7,-,-,2002,샛골로 1-35,-,중개거래,인천 미추홀구,24.01.12
138,인천광역시 미추홀구 숭의동,Jan-86,86,1,한화꿈에그린,84.3677,202312,5,"30,000",107,11,-,-,2007,석정로126번길 23,-,중개거래,인천 미추홀구,24.01.30
139,인천광역시 미추홀구 숭의동,Jan-86,86,1,한화꿈에그린,84.3677,202312,5,"32,300",109,12,-,-,2007,석정로126번길 23,-,중개거래,인천 미추홀구,24.03.07
140,인천광역시 미추홀구 숭의동,Jan-84,84,1,극동,59.895,202312,4,"15,700",101,9,-,-,1997,석정로126번길 12-33,-,중개거래,인천 미추홀구,24.01.11
141,인천광역시 미추홀구 숭의동,Jan-42,42,1,제물포(42-1),56.19,202309,11,"11,500",A,5,-,-,1978,수봉로 6-11,-,직거래,-,23.09.13
142,인천광역시 미추홀구 숭의동,294-11,294,11,동아씨티월드,87.42,202309,9,"18,700",-,6,-,-,1998,독배로 443,-,중개거래,인천 미추홀구,23.10.04
143,인천광역시 미추홀구 숭의동,169-50,169,50,스타뷰,59.99,202308,31,"17,800",-,13,-,-,2016,미추로19번길 21,-,중개거래,인천 미추홀구,23.10.27
144,인천광역시 미추홀구 숭의동,Jan-86,86,1,한화꿈에그린,84.3677,202308,30,"32,000",101,3,-,-,2007,석정로126번길 23,-,중개거래,인천 미추홀구,23.10.31
145,인천광역시 미추홀구 숭의동,166-17,166,17,다드림아파트,49.95,202308,26,"14,800",-,11,-,-,2016,독배로492번길 34,-,중개거래,인천 미추홀구,23.09.01
146,인천광역시 미추홀구 숭의동,309-23,309,23,우진3차,82.29,202308,25,"16,000",-,2,-,-,2003,장천로 7-8,-,직거래,-,23.08.31
147,인천광역시 미추홀구 숭의동,33-236,33,236,스카이시티301동,84.7183,202308,24,"30,000",스카이시티301동,13,-,-,2020,장천로112번길 34,-,중개거래,인천 미추홀구,23.09.12
148,인천광역시 미추홀구 숭의동,Jan-86,86,1,한화꿈에그린,59.9701,202308,23,"26,000",106,14,-,-,2007,석정로126번길 23,-,중개거래,인천 미추홀구,23.08.28
149,인천광역시 미추홀구 숭의동,462,462,0,스타디움센트럴시티,74.9165,202308,21,"36,300",106동,39,-,-,2022,참외전로 268,-,직거래,-,23.09.19
150,인천광역시 미추홀구 숭의동,Jan-84,84,1,극동,84.835,202308,17,"21,000",101,4,-,-,1997,석정로126번길 12-33,-,중개거래,인천 미추홀구,23.11.23
151,인천광역시 미추홀구 숭의동,Feb-55,55,2,더패밀리,49.672,202308,16,"16,500",-,6,-,-,2016,경인로142번길 14,-,중개거래,인천 미추홀구,23.09.06
152,인천광역시 미추홀구 숭의동,Jan-84,84,1,극동,59.895,202308,11,"15,000",101,1,-,-,1997,석정로126번길 12-33,-,중개거래,인천 미추홀구,23.12.08
153,인천광역시 미추홀구 숭의동,5-79,5,79,수봉,53.65,202308,7,"8,200",A,3,-,-,1978,수봉로33번길 102-94,-,중개거래,인천 미추홀구,23.09.18
154,인천광역시 미추홀구 숭의동,296-18,296,18,금호브이아이피,84.35,202308,5,"18,000",-,5,-,-,2003,장천로14번길 14,-,중개거래,인천 부평구,23.09.15
155,인천광역시 미추홀구 숭의동,Sep-78,78,9,숭의동아르떼노블,15.351,202308,1,"5,400",-,6,-,-,2014,경인로 99,-,중개거래,인천 동구,23.08.09
156,인천광역시 미추홀구 숭의동,Apr-84,84,4,박문,50.04,202307,28,"8,200",-,4,-,-,1985,석정로102번길 41,-,중개거래,인천 미추홀구,23.08.21
157,인천광역시 미추홀구 숭의동,294-11,294,11,동아씨티월드,123.11,202307,27,"30,000",-,9,-,-,1998,독배로 443,-,중개거래,인천 미추홀구,23.07.27
158,인천광역시 미추홀구 숭의동,Jan-86,86,1,한화꿈에그린,59.9701,202307,24,"28,000",108,13,-,-,2007,석정로126번길 23,-,중개거래,인천 미추홀구,23.09.22
